Winery,Wine name,Vintage,Region,Country,Regional wine style,Average rating,Scan date,Scan/Review Location,Your rating,Your review,Personal Note,Wine type,Drinking Window,Wishlisted date,Cellar count,Link to wine,Label image,Wine price
Trimbach,Pinot Blanc Alsace,2016,Alsace,France,Alsace Pinot Blanc,3.71,4/28/20 20:21,,,,"Bought on Chenin Blanc discussion wine.com.  Crisp with a bit of body, syrup but not heavy (After a few days open).",White Wine,,,1,https://www.vivino.com/wines/141110691,https://images.vivino.com/labels/ExZyr-4cSs-_JhEglbFxqg.jpg,
Albert Boxler,Chasselas,2017,Alsace,France,,3.94,4/28/20 20:23,,,,Bought on Chenin Blanc discussion wine.com,White Wine,,,1,https://www.vivino.com/wines/159275754,https://images.vivino.com/labels/Nx8DfvowSp23uYiw4NDUsA.jpg,
Tenuta Il Poggione,Rosso di Montalcino Leopoldo Franceschi,2017,Rosso di Montalcino,Italy,Tuscan Red,3.89,4/28/20 20:25,,,,Class 7 - Italy,Red Wine,,,,https://www.vivino.com/wines/156630353,https://images.vivino.com/labels/bsHSU_GyTrCvw3GQHIvDqA.jpg,
Mionetto,Prestige Collection Brut Prosecco Treviso,8888,Prosecco di Treviso,Italy,Italian Prosecco,3.59,4/28/20 20:26,,,,Class 7 - Italy,Sparkling,,,,https://www.vivino.com/wines/2613317,https://images.vivino.com/labels/O9-8vphOR7OpZNcsFkmocw.jpg,
Terlato,Pinot Grigio,2018,Colli Orientali del Friuli,Italy,Northern Italy Pinot Grigio,3.84,4/28/20 20:26,,,,Class 7 - Italy,White Wine,,,1,https://www.vivino.com/wines/156598172,https://images.vivino.com/labels/ZfcxGlB1QfCDBGgtDwsX6A.jpg,
Fontanafredda,Barbaresco,2015,Barbaresco,Italy,Italian Barbaresco,3.74,4/28/20 20:26,,,,Class 7 - Italy,Red Wine,,,,https://www.vivino.com/wines/17014034,https://images.vivino.com/labels/tgEZvcWfQ3GaO-umNf08TA.jpg,
Pazo Barrantes,Albariño,2018,Rías Baixas,Spain,Spanish Albariño,3.77,4/28/20 20:27,,,,Class 8 - Spain,White Wine,,,1,https://www.vivino.com/wines/156366238,https://images.vivino.com/labels/0mBFn3pjTh-7U2DMpraRKA.jpg,
Anna de Codorniu,Blanc de Blancs Brut,2015,Cava,Spain,Spanish Cava,3.64,4/28/20 20:28,,,,Class 8 - Spain,Sparkling,,,,https://www.vivino.com/wines/14296784,https://images.vivino.com/labels/Z6t1F7wITNuuyvnWq-qPvg.jpg,
Álvaro Palacios,Camins del Priorat,2018,Priorat,Spain,Spanish Priorat Red,3.95,4/28/20 20:29,,,,Class 8 - Spain,Red Wine,,,,https://www.vivino.com/wines/156099390,https://images.vivino.com/labels/FjnHarjxS7yxBXV-bluxqQ.jpg,
Viña Real,Rioja Crianza,2016,Rioja,Spain,Spanish Rioja Red,3.53,4/28/20 20:29,,,,Class 8 - Spain,Red Wine,,,,https://www.vivino.com/wines/87041121,https://images.vivino.com/labels/S2mREwHNRyCiAYjR1onbcQ.jpg,
Tenuta Il Poggione,Rosso di Montalcino Leopoldo Franceschi,2017,Rosso di Montalcino,Italy,Tuscan Red,3.89,5/3/20 19:14,,,,,Red Wine,,,,https://www.vivino.com/wines/156630353,https://images.vivino.com/labels/UuslVsXKSb6e2WxthU2AAg.jpg,
Terre Brûlée,Le Blanc,2019,Swartland,South Africa,South African Chenin Blanc,3.73,5/4/20 23:40,,,,Bought with Chenin Blancs wine.com.  Good taste. Acidic.  Pleasant.,White Wine,,,1,https://www.vivino.com/wines/163715473,https://images.vivino.com/labels/cyXBJgSvT8iVjnPkUIvnyA.jpg,
Hogue,Reserve Chardonnay,2005,Yakima Valley,United States,Washington State Chardonnay,3.86,5/5/20 1:47,,,,4 1 4,White Wine,,,1,https://www.vivino.com/wines/18290048,https://images.vivino.com/labels/jH61C_woQ8uV0ZzI5BIeOg.jpg,
Faiveley,Mercurey Rouge,2018,Mercurey,France,Burgundy Côte Chalonnaise Red,3.75,5/6/20 0:32,,,,For Laura B tasting   2 3 1,Red Wine,,,1,https://www.vivino.com/wines/156207388,https://images.vivino.com/labels/hS6OSsTIQ8qdBbEp35jABw.jpg,
Marqués de Murrieta,Reserva Rioja (Finca Ygay),2015,Rioja,Spain,Spanish Rioja Red,4.05,5/6/20 0:34,,,,From Spain Class mention. 2 3 2,Red Wine,,,1,https://www.vivino.com/wines/14513009,https://images.vivino.com/labels/Q9XkUyUCQkyOXOEU7dotoQ.jpg,
Marqués de Riscal,Rioja Reserva,2014,Rioja,Spain,Spanish Rioja Red,3.99,5/6/20 0:36,,,,Mention in Spain class.  To try 2 3 3,Red Wine,,,1,https://www.vivino.com/wines/4322127,https://images.vivino.com/labels/m8gKLzdkQaOO7zNRORI4yg.jpg,
Dr. Loosen,Dr. L Riesling,2018,Mosel,Germany,German Riesling,3.84,5/6/20 15:44,,,,,White Wine,,,1,https://www.vivino.com/wines/156296643,https://images.vivino.com/labels/zMQX-EWpQE-7yYMuEneq8g.jpg,
Le Piane,Boca,2012,Boca,Italy,Northern Italy Red,4.12,5/6/20 15:47,,,,,Red Wine,2019 2020,,1,https://www.vivino.com/wines/4210109,https://images.vivino.com/labels/mmveQ99fQoyFw_4t1T4-FA.jpg,
Henri Louis Fagard,Chateau De Cornemps Bordeaux Supérieur,2005,Bordeaux Supérieur,France,Bordeaux Red,4.13,5/6/20 15:56,,,,4 2 3,Red Wine,,,1,https://www.vivino.com/wines/154460502,https://images.vivino.com/labels/k2UJ5sUMTn6rd10cNkLcpA.jpg,
Darioush,Viognier (Signature),2014,Napa Valley,United States,Californian Viognier,4.27,5/7/20 20:51,,,,Bot at Darioush.   2 4 1,White Wine,,,1,https://www.vivino.com/wines/5876685,https://images.vivino.com/labels/MPLQTA4VRsikCGZiJ6SwJQ.jpg,
Fontanafredda,Gavi di Gavi,2018,Gavi,Italy,Italian Gavi,3.86,5/8/20 21:54,,,,Last one 2 3 4,White Wine,,,1,https://www.vivino.com/wines/156147205,https://images.vivino.com/labels/rz5pZqPeRES4t0I5PI1sTw.jpg,
Saracco,Moscato d'Asti,2019,Moscato d'Asti,Italy,Italian Moscato d'Asti,4.13,5/8/20 22:38,,,,,Sparkling,,,2,https://www.vivino.com/wines/159567859,https://images.vivino.com/labels/9Ty3thN8Q1SpgFdQw5bnuQ.jpg,
RoseRock,Pinot Noir,2016,Eola-Amity Hills,United States,Oregon Pinot Noir,3.98,,,,,4 3 4.     Advertised Pinot on Wine.Com.    Tasting with Laura B,Red Wine,,,1,https://www.vivino.com/wines/151484594,,
Hay Maker,Sauvignon Blanc,9999,Marlborough,New Zealand,New Zealand Sauvignon Blanc,3.82,,,4,Great wine with seafood.  Fruit forward and refreshing. ,,White Wine,,,,https://www.vivino.com/wines/1736006,,
Moccagatta,Bric Balin Barbaresco,9999,Barbaresco,Italy,Italian Barbaresco,4.14,,,,,,Red Wine,,,,https://www.vivino.com/wines/1926243,,
Sileni Estates,Cellar Selection Marlborough Sauvignon Blanc,9999,Marlborough,New Zealand,New Zealand Sauvignon Blanc,3.86,,,4.5,Royal Boucherie.   Great.  Dry.   Nice.  ,,White Wine,,,,https://www.vivino.com/wines/2023508,,
Domaine des Aubuisieres - Bernard Fouquet,Cuvée de Silex Vouvray,9999,Vouvray,France,Loire Chenin Blanc,3.93,,,,,Fork.   August 2019,White Wine,,8/25/19 23:32,,https://www.vivino.com/wines/3580364,,
Le Piane,Boca,2012,Boca,Italy,Northern Italy Red,4.12,,,4.5,Great with steak.   ,,Red Wine,2019 2020,,1,https://www.vivino.com/wines/4210109,,
